text,label
아직 가게에서 접수 안 했으면 취소 가능하지?,cancel_order
"실수로 잘못 주문했어, 취소 좀.",cancel_order
주문 취소 버튼 어딨어?,cancel_order
결제 취소하고 주문 없던 걸로 해줘.,cancel_order
아직 조리 시작 안했으면 취소할게.,cancel_order
주문 취소 기간 지났어?,cancel_order
방금 주문 취소.,cancel_order
주문 취소할래.,cancel_order
방금 한 주문 취소.,cancel_order
주문 취소하고 싶어요.,cancel_order
가게에서 만들기 전에 취소해줘.,cancel_order
"잘못 시켰어, 취소.",cancel_order
주문 취소 되나요?,cancel_order
결제 취소하고 주문도 취소해줘.,cancel_order
조리 전이면 취소할게요.,cancel_order
주문 취소 가능한 시간이야?,cancel_order
주문 취소 접수해줘.,cancel_order
방금 결제한 거 취소할 수 있나?,cancel_order
주문 변경 말고 그냥 취소할게.,cancel_order
"마음이 바뀌었어, 주문 취소.",cancel_order
아직 배달 출발 안했지? 그럼 취소할게.,cancel_order
주문 취소하면 환불은 언제 돼?,cancel_order
전체 주문 취소해줘.,cancel_order
이 주문 없었던 걸로 해줘.,cancel_order
"실수로 주소를 잘못 입력해서, 일단 취소할게.",cancel_order
"메뉴를 잘못 골랐어, 취소하고 다시 주문할래.",cancel_order
취소 수수료 있어?,cancel_order
가게에서 주문 접수하기 전에 빨리 취소해줘.,cancel_order
주문 취소 절차를 알려줘.,cancel_order
전화 말고 앱으로 주문 취소 못해?,cancel_order
지금 바로 취소 가능한 상태야?,cancel_order
너무 오래 기다려서 그냥 취소할래.,cancel_order
주문 취소 확인 메시지 보내줘.,cancel_order
이유 묻지 말고 그냥 취소해줘.,cancel_order
내 주문 목록에서 이거 삭제하고 싶어.,cancel_order
주문 취소 사유는 '단순 변심'으로 할게.,cancel_order
배달이 너무 늦어서 취소.,cancel_order
가게에서 전화 와서 취소하래.,cancel_order
재료가 없다고 해서 취소해야 할 것 같아.,cancel_order
"주문 상태가 '주문 접수'인데, 취소할 수 있지?",cancel_order
취소하고 다른 가게에서 시킬래.,cancel_order
주문 취소 완료된 거 맞아?,cancel_order
"실수로 중복 주문했어, 하나 취소해줘.",cancel_order
"아, 그냥 취소할게요.",cancel_order
이 주문 취소 좀 부탁드려요.,cancel_order
고객센터 연결해줘.,call_customer_service
상담원이랑 이야기하고 싶어.,call_customer_service
이건 사람하고 직접 얘기해야겠어.,call_customer_service
"음식이 완전 다른 게 왔는데, 고객센터에 문의할래.",call_customer_service
"앱 오류가 계속되는데, 신고 좀 하게 연결해줘.",call_customer_service
상담원 연결까지 얼마나 걸려?,call_customer_service
"궁금한 게 있는데, 고객센터에 물어볼래.",call_customer_service
고객센터 전화번호 알려줘.,call_customer_service
"문제가 생겼어, 고객 지원팀 좀 연결해줘.",call_customer_service
"이건 기계가 해결 못 해, 상담원 바꿔줘.",call_customer_service
고객센터 연결.,call_customer_service
상담원과 통화하고 싶어.,call_customer_service
사람이랑 얘기해야겠어.,call_customer_service
문제 생겼는데 고객센터 좀.,call_customer_service
"앱이 이상해, 고객센터 연결해줘.",call_customer_service
"상담원 연결해줘, 급해.",call_customer_service
고객센터에 문의할게 있어.,call_customer_service
고객센터 번호 뭐야?,call_customer_service
고객 지원팀 연결.,call_customer_service
상담원 통화 요청.,call_customer_service
채팅 상담 말고 전화 상담하고 싶어.,call_customer_service
가장 빠른 상담원 연결 부탁해.,call_customer_service
"결제 오류 관련해서 문의할게, 고객센터 연결.",call_customer_service
"배달 사고가 났어, 고객센터 좀.",call_customer_service
"가게랑 연락이 안돼, 고객센터에서 해결해줘.",call_customer_service
"내 개인정보가 유출된 것 같아, 고객센터 연결.",call_customer_service
환불 정책에 대해 자세히 물어보고 싶어.,call_customer_service
이물질 신고는 고객센터로 하는 거 맞아?,call_customer_service
상담원 대기 시간이 너무 길어.,call_customer_service
이메일 문의 말고 직접 통화하고 싶어.,call_customer_service
전문 상담원이랑 얘기할 수 있을까?,call_customer_service
"해외에서 이용 중인데, 고객센터 연결 방법 알려줘.",call_customer_service
이용약관에 대해 물어볼 게 있어.,call_customer_service
탈퇴 관련해서 문의하려고.,call_customer_service
"내 리뷰가 삭제됐는데, 고객센터에 항의할래.",call_customer_service
"포인트가 제대로 적립 안됐어, 고객센터 연결.",call_customer_service
"시스템 오류인 것 같은데, 담당자 연결해줘.",call_customer_service
"긴급한 문제야, 빨리 연결해줘.",call_customer_service
"불만 접수하고 싶어, 고객센터.",call_customer_service
"칭찬하고 싶은 기사님이 있는데, 고객센터에 말하면 되나?",call_customer_service
이벤트 관련해서 궁금한 게 있어.,call_customer_service
파트너십 제휴 문의는 어디로 해?,call_customer_service
고객센터 운영 시간 알려줘.,call_customer_service
외국어 상담 가능한 상담원 있어?,call_customer_service
"문제가 해결이 안돼, 다른 상담원 바꿔줘.",call_customer_service
내 문의 내역 좀 다시 보고 싶어.,call_customer_service
상담 내용 녹음해도 돼?,call_customer_service
최고 책임자랑 통화하고 싶다니까.,call_customer_service
발렌타인 디너로 선택할게요.,select_valentine_dinner
분위기 있게 하트 장식 있는 디너로 주세요.,select_valentine_dinner
큐피드 장식된 그 스테이크 세트로 할래.,select_valentine_dinner
와인이랑 스테이크 나오는 발렌타인 디너 하나요.,select_valentine_dinner
기념일이라서 그러는데 발렌타인 디너로 주문할게요.,select_valentine_dinner
저녁은 발렌타인 디너로 하자.,select_valentine_dinner
"이걸로 주세요, 발렌타인 디너.",select_valentine_dinner
작은 하트 모양 장식이 있는 메뉴 선택.,select_valentine_dinner
발렌타인 디너 하나 장바구니에 담아.,select_valentine_dinner
냅킨이랑 같이 예쁘게 오는 디너로 결정했어.,select_valentine_dinner
발렌타인 디너 주문.,select_valentine_dinner
특별한 날이니까 발렌타인 저녁 식사로.,select_valentine_dinner
하트 모양 나오는 걸로.,select_valentine_dinner
큐피드 장식 있는 거 하나.,select_valentine_dinner
발렌타인 세트 하나 추가해줘.,select_valentine_dinner
로맨틱한 저녁 식사로 저거 주세요.,select_valentine_dinner
발렌타인 디너가 좋겠어.,select_valentine_dinner
선택은 발렌타인 디너.,select_valentine_dinner
"이거 하나 주문할게요, 발렌타인 디너.",select_valentine_dinner
발렌타인 디너 세트 하나요.,select_valentine_dinner
하트랑 큐피드 있는 걸로 주세요.,select_valentine_dinner
스테이크랑 와인 나오는 세트 선택.,select_valentine_dinner
기념일 메뉴로 저거 할래.,select_valentine_dinner
발렌타인 디너로 예약할게요.,select_valentine_dinner
오늘 저녁은 발렌타인 디너.,select_valentine_dinner
"이걸로 할게, 발렌타인.",select_valentine_dinner
하트 장식 있는 메뉴로.,select_valentine_dinner
큐피드 스테이크 세트 주문.,select_valentine_dinner
와인 포함된 발렌타인 디너.,select_valentine_dinner
기념일 디너로 주세요.,select_valentine_dinner
발렌타인 디너로 정했어.,select_valentine_dinner
선택은 발렌타인 디너.,select_valentine_dinner
"저 메뉴로 할게요, 하트 있는 거.",select_valentine_dinner
큐피드 장식 디너 하나 추가.,select_valentine_dinner
발렌타인 디너 세트 하나 더.,select_valentine_dinner
로맨틱 디너로 주문할게요.,select_valentine_dinner
발렌타인 디너로 결정.,select_valentine_dinner
"이걸로 주문, 발렌타인 디너.",select_valentine_dinner
하트 장식 스테이크 주세요.,select_valentine_dinner
큐피드 디너 세트 하나.,select_valentine_dinner
와인 나오는 발렌타인 디너로.,select_valentine_dinner
기념일 저녁 식사로 딱이네.,select_valentine_dinner
발렌타인 디너 예약.,select_valentine_dinner
오늘 저녁은 이걸로.,select_valentine_dinner
발렌타인 스페셜 메뉴로 주세요.,select_valentine_dinner
하트 모양 플레이팅 디너.,select_valentine_dinner
큐피드 장식 세트 하나.,select_valentine_dinner
프렌치 디너로 할게요.,select_valentine_dinner
커피랑 와인 다 나오는 프렌치 디너로 주문해줘.,select_french_dinner
샐러드랑 스테이크 포함된 디너 선택.,select_french_dinner
프렌치 디너 하나 추가.,select_french_dinner
심플하게 프렌치 디너 어때?,select_french_dinner
저녁은 프렌치 디너로.,select_french_dinner
"이걸로 할게, 프렌치 디너.",select_french_dinner
프랑스식 저녁 식사로 주문.,select_french_dinner
와인 한 잔 포함된 저녁 메뉴로 주세요.,select_french_dinner
프렌치 디너로 정했어.,select_french_dinner
프렌치 디너 주문.,select_french_dinner
프랑스식 코스 요리로 주세요.,select_french_dinner
커피랑 와인 나오는 세트로.,select_french_dinner
"샐러드, 스테이크 있는 디너.",select_french_dinner
프렌치 디너 하나 더 담아줘.,select_french_dinner
저녁은 간단하게 프렌치 디너.,select_french_dinner
프렌치 디너로 결정.,select_french_dinner
프랑스 스타일 저녁 식사.,select_french_dinner
와인 포함된 디너 메뉴.,select_french_dinner
프렌치 디너로 선택.,select_french_dinner
프렌치 디너 세트 하나 주세요.,select_french_dinner
"커피, 와인, 샐러드, 스테이크 다 나오는 걸로.",select_french_dinner
프랑스식 디너로 할래.,select_french_dinner
프렌치 디너 하나 더.,select_french_dinner
간단한 프렌치 디너.,select_french_dinner
오늘 저녁은 프렌치.,select_french_dinner
"이걸로 선택, 프렌치 디너.",select_french_dinner
프랑스 저녁 식사 주문.,select_french_dinner
와인 나오는 프렌치 디너.,select_french_dinner
프렌치 디너로 할게요.,select_french_dinner
프렌치 디너 하나 장바구니에.,select_french_dinner
프랑스 코스 요리 주세요.,select_french_dinner
커피랑 와인 둘 다 있는 디너.,select_french_dinner
"샐러드, 스테이크 세트.",select_french_dinner
프렌치 디너 추가 주문.,select_french_dinner
저녁은 프렌치 스타일로.,select_french_dinner
프렌치 디너로 최종 선택.,select_french_dinner
프랑스식 디너 하나.,select_french_dinner
와인 한 잔 나오는 메뉴.,select_french_dinner
프렌치 디너로.,select_french_dinner
프렌치 디너 세트 주문.,select_french_dinner
모든 구성 포함된 프렌치 디너.,select_french_dinner
프랑스식으로 할래.,select_french_dinner
프렌치 디너 하나 더 추가.,select_french_dinner
간단한 저녁으로 프렌치 디너.,select_french_dinner
오늘 저녁은 프렌치 디너가 좋겠어.,select_french_dinner
선택은 프렌치 디너.,select_french_dinner
프랑스식으로 주문할게요.,select_french_dinner
와인 포함된 프렌치 디너.,select_french_dinner
프렌치 디너로 주문 확정.,select_english_dinner
잉글리시 디너로 주세요.,select_english_dinner
아침 식사 같은 그 디너로 할래.,select_english_dinner
에그 스크램블이랑 베이컨 있는 잉글리시 디너 선택.,select_english_dinner
빵이랑 스테이크 나오는 잉글리시 디너 하나 담아줘.,select_english_dinner
든든하게 잉글리시 디너 먹자.,select_english_dinner
잉글리시 디너로 주문.,select_english_dinner
영국식 저녁 식사로 주세요.,select_english_dinner
베이컨이랑 빵 나오는 세트로 할게요.,select_english_dinner
나는 잉글리시 디너가 좋겠어.,select_english_dinner
"이걸로 할래, 잉글리시 디너.",select_english_dinner
잉글리시 디너 주문.,select_english_dinner
영국식 아침 식사 스타일로.,select_english_dinner
"에그 스크램블, 베이컨, 빵, 스테이크 다 있는 걸로.",select_english_dinner
잉글리시 디너 하나 추가.,select_english_dinner
든든한 잉글리시 디너.,select_english_dinner
저녁은 잉글리시 디너.,select_english_dinner
"이걸로 선택, 잉글리시 디너.",select_english_dinner
영국식으로 주문할게요.,select_english_dinner
"베이컨, 빵 나오는 디너.",select_english_dinner
잉글리시 디너로 결정.,select_english_dinner
잉글리시 디너 세트 하나 주세요.,select_english_dinner
아침 메뉴 같은 저녁 식사.,select_english_dinner
에그 스크램블이랑 베이컨 있는 거.,select_english_dinner
빵이랑 스테이크 같이 나오는 디너.,select_english_dinner
잉글리시 디너로 할래.,select_english_dinner
영국식 디너 주문.,select_english_dinner
베이컨이랑 스크램블 에그 있는 메뉴.,select_english_dinner
잉글리시 디너로.,select_english_dinner
잉글리시 디너로 선택할게요.,select_english_dinner
아침 같은 저녁 식사.,select_english_dinner
에그 스크램블 디너.,select_english_dinner
"빵, 스테이크 세트.",select_english_dinner
든든한 영국식 디너.,select_english_dinner
잉글리시 디너로 주문 확정.,select_english_dinner
영국 스타일로 주세요.,select_english_dinner
"베이컨, 빵, 계란 나오는 걸로.",select_english_dinner
잉글리시 디너로 할게요.,select_english_dinner
"이걸로 주세요, 잉글리시 디너.",select_english_dinner
잉글리시 디너 하나 추가.,select_english_dinner
영국식 아침 식사 스타일 디너.,select_english_dinner
"에그 스크램블, 베이컨, 빵, 스테이크 다 주세요.",select_english_dinner
든든하게 잉글리시 디너.,select_english_dinner
저녁은 영국식으로.,select_english_dinner
잉글리시 디너로 선택.,select_english_dinner
영국식으로 주문.,select_english_dinner
베이컨이랑 빵 있는 디너.,select_english_dinner
잉글리시 디너로 결정했어요.,select_english_dinner
특별한 날이니까 샴페인 축제 디너로 하자.,select_champagne_feast_dinner
샴페인 2병 나오는 그 디너로 주문할게요.,select_champagne_feast_dinner
4인 식사로 샴페인 피스트 디너 선택해줘.,select_champagne_feast_dinner
바게트빵이랑 커피포트까지 오는 풀코스로.,select_champagne_feast_dinner
제일 화려한 샴페인 축제 디너로 할래.,select_champagne_feast_dinner
샴페인 축제 디너 하나 추가해줘.,select_champagne_feast_dinner
샴페인 피스트 디너 주문.,select_champagne_feast_dinner
가족들이랑 먹게 샴페인 축제 디너로.,select_champagne_feast_dinner
양이 제일 많은 디너로 주세요.,select_champagne_feast_dinner
친구들이랑 파티하게 샴페인 축제 디너로.,select_champagne_feast_dinner
샴페인 축제 디너 주문.,select_champagne_feast_dinner
제일 푸짐한 걸로.,select_champagne_feast_dinner
"샴페인 2병, 바게트, 커피, 와인, 스테이크 다 있는 걸로.",select_champagne_feast_dinner
4인용 샴페인 축제 디너.,select_champagne_feast_dinner
풀코스 디너로 주세요.,select_champagne_feast_dinner
가장 화려한 디너.,select_champagne_feast_dinner
샴페인 피스트 디너 하나 추가.,select_champagne_feast_dinner
가족 식사로 샴페인 축제 디너.,select_champagne_feast_dinner
양이 많은 디너.,select_champagne_feast_dinner
파티용으로 샴페인 축제 디너.,select_champagne_feast_dinner
샴페인 축제 디너로 할게요.,select_champagne_feast_dinner
제일 비싼 디너로 주세요.,select_champagne_feast_dinner
샴페인 2병 나오는 세트.,select_champagne_feast_dinner
4인분 샴페인 피스트.,select_champagne_feast_dinner
풀코스로 나오는 디너.,select_champagne_feast_dinner
가장 화려한 메뉴로.,select_champagne_feast_dinner
샴페인 피스트 디너 하나 더.,select_champagne_feast_dinner
가족들이랑 먹을 거라 샴페인 축제 디너.,select_champagne_feast_dinner
양이 제일 많은 걸로.,select_champagne_feast_dinner
파티용 디너로.,select_champagne_feast_dinner
샴페인 축제 디너로 선택.,select_champagne_feast_dinner
제일 푸짐한 디너로.,select_champagne_feast_dinner
"샴페인, 바게트, 커피, 와인, 스테이크 다 나오는 거.",select_champagne_feast_dinner
4인분짜리 샴페인 축제 디너.,select_champagne_feast_dinner
풀코스 저녁 식사.,select_champagne_feast_dinner
가장 화려한 걸로 주세요.,select_champagne_feast_dinner
샴페인 피스트 디너 하나 더 추가.,select_champagne_feast_dinner
가족 식사용으로 샴페인 축제 디너.,select_champagne_feast_dinner
양이 제일 많은 메뉴로.,select_champagne_feast_dinner
파티 음식으로 샴페인 축제 디너.,select_champagne_feast_dinner
샴페인 축제 디너로 결정.,select_champagne_feast_dinner
제일 비싼 걸로.,select_champagne_feast_dinner
샴페인 2병 세트.,select_champagne_feast_dinner
4인용 샴페인 디너.,select_champagne_feast_dinner
풀코스로.,select_champagne_feast_dinner
가장 화려한 디너로 선택.,select_champagne_feast_dinner
샴페인 피스트 디너 추가.,select_champagne_feast_dinner
가족들과 함께 샴페인 축제 디너.,select_champagne_feast_dinner
서빙은 그냥 심플 스타일로 해주세요.,select_style_simple
"플라스틱 접시로 괜찮아요, 심플로.",select_style_simple
종이 냅킨 나오는 기본 스타일로 할게.,select_style_simple
제일 저렴한 심플 스타일로 선택.,select_style_simple
스타일은 심플.,select_style_simple
플라스틱 쟁반에 간단하게 주세요.,select_style_simple
"와인잔은 플라스틱으로 괜찮아, 심플 스타일.",select_style_simple
서빙 스타일은 기본으로.,select_style_simple
따로 추가 안 하고 심플로 할게요.,select_style_simple
가장 기본적인 세팅으로.,select_style_simple
심플 스타일로.,select_style_simple
플라스틱 식기로.,select_style_simple
종이 냅킨으로 주세요.,select_style_simple
